description,length,rate
 selma lagerlof ke andaz e tehrir par scotland ke musanif aue tarikh nigar thomas carlyle ka asar nazar aata hai,100,1
 selma lagerlof ki tehrir aik fitri tazgi leye howae hai jo parhne wale par nehayat khushgawar tasur chorti hai,100,1
 selma lagerlof ka inteqal th march  ko howa lekin apne kaam ki badolat aap ka naam aaj tak zindah hai,100,1
 jang e azeem doym ke zamane main ap ko fauj main publicity officer muqarrar kiya gaya,100,1
 app tehreek e pakistan ke sar garam rukun rahe,100,1
 qeyam e pakistan ke bad ap afwaj e pakistan mein director general of morals aur amoor e kashmir ke nigran muqarrar hue,100,1
  hafee jullandhury  mein pak bharat jung  mein pakistan ke liye kaye milli naghmay likhe,100,1
 hafeez jullandhuri shaiyr ki hesiyat se nazam aur ghazal dono par qadir thay,100,1
 khusoosan urdu geet nigari mein azmat ullah khan ke bad dosra naam hafeez jullandhuri ka ata hai,100,1
 ap ke bachon ke geeton ke sath majmouy shaey hue,100,1
  is ke ilawa ap ki nazmon geeton aur ghazlon ke majmou mein naghma zaar sozosaaz tulkhaba sheeren haft e peykar aur chiyonti nama shamil hai,100,1
 ap ki khidmat ke aeteraf mein hukoomat e pakistan ki taraf se ap ko hilal e imtiaz aur husn e karkardgi ke sadarti award diya gaya,100,1
 in ki shahkar tasneef ï¿½eeeâ¬ï¿½eee shahnama e islam ï¿½eeeâ¬ï¿½eee ne inhe maqbooliyat ki bulandi par pohncha diya,100,1
 ye islam ki nazmi tareekh ka ek record hai,100,1
 in ki shaiyri mein bar e sagheer ke manazir ki tasveer hai aur in ki shiayri mein hindi aur urdu ki bohat khoobsurat aamesizh paai jati hai jo mushtarka riwayat ki tasveer hai,100,1
 hafeez jalandhari aik nihayat maqbool shaiyr the aur apne ashaar ke ilawa apni khush tabie ke liye bhi shohrat rakhte the,100,1
 wo sarhad ke dono atraf yaksan shohrat rakhte the,100,1
 hafeez jalandhari pakistan ke qaumi shaiyr the magar in ki maqbooliyat bharat mein bhi kam nahi thi,100,1
 taqseem mulk se qabal he wo apni adbi hesiyat manwa chuke hai,100,1
 hafeez jullandhuri ki shaiyri ki teesri khobi is ki ghanaiyat hai,100,1
  wo khud bhi mutarannum the is liye inho na aesi lafziyat ka intekhab kiya jo ghanaiyat ke peykar par pore utarte hai,100,1
 inho ne dosri jang e azeem ke zamane mein fauji geet likhe the aur geet ko bhi inho ne nae peykar ata kiye,100,1
 shayad isi liye aj tak hafeez jullandhuri ki shanakht ï¿½eeeâ¬ï¿½eee abi tou main jawan hoon ï¿½eeeâ¬ï¿½eee ke hawale se ki jati hai,100,1
  bilashuba ye ek pur asar geet hai kyun ke is mein jo alfaz istemaal kiye gae hai wo apni jagah par nageene ki tarha jarhe hue hai aur samaey ke dil par gehra asar chorte hai,100,1
 lekin haqeeqat ye bhi hai ke in ki ghazlon ka sarmaya kafi hai aur hafeez jullandhuri khud ko ghazal go kehalwana pasand karte the,100,1
 sab se barhe baat ye hai ke silees zuban ka istemaal kiya aur gird o pesh ke waqeyat ko apni ghazlon ka mauzoo banaya,100,1
 ek tarha se inho ne ghazal ko fitri poshak ata ki,100,1
 in ke haan rewayat sebaghawat milti hai,100,1
  in ke kuch ashaar to aaj ke halaat ka ahata kar lete hai in ki hesiyat mawraey asar hai,100,1
 jab pakistan mein zulfiqar ali bhutto ki hukoomat thi to hafeez sahab chand wajohaat se is hukoomat se bohat shaki the,100,1
  taqreer mein to is ka izhaar nahi kiya lekin ashaar mein kafi hadf e malamat banaya,100,1
 hafeez behraal urdu ke shairi adab mein qabil e zikar hesiyat ke malik hai aur inho ne urdu shaiyri ko jo kuch diya hai,100,1
  us ka urdu adab mein numaya maqam hai in ke bohat se ashaar sehl e mumtana ki hesiyat rakhte hai,100,1
 in ki shaeri kainat  dehaiyon par muheet hai aur in ka ye dawa durust hai,100,1
 inho ne use ghalat sabit karne ke liye pehle jasoosi dunya aur phir imran series shuru ki,100,1
  ibne safi ke baqol in ke sirf  novelon ke markazi khayal kisi aur se mustaar liye hai baqi ke  novel mukammal tor par in ke apne hai,100,1
 lekin  main he is marz se na sirf sanbhala liya bal ke imran series ka behtreen novel derh matwale bhi likha,100,1
 janab ibn e safi bilashuba urdu ke sab se barhe jasoosi novel nigar hai aur in ki tehreeron mein aesa jadoo hai ke  saal likhe gae novel jab aaj ke daur ka bhi insaan parhta hai to wo sab bhool jata hai,100,1
 ibn e safi ka lagaya hua pauda imran series is qadar tanawar hua ke aaj tak yah samarbaar hai aur kae aik musannifeen is silsile ko aage barha rahe hai,100,1
 professor drsyed muhammad abu alkhair kashfi ne ibn e safi ko yun khiraj e tehseen pesh kiya,100,1
 ï¿½eeeâ¬ï¿½eee maine ne kabhi ibn e safi ke novelon ko kitabon ke darmiyan chupa kar nahi rakha,100,1
  hamare intellectual ise aik sub standard mawad gardantey hai lekin un mein se koi bhi ibn e safi ke takhleeqi zehan ka muqabla nahi kar sakta,100,1
  koi mujh se pochta hai ke aap ibn e safi ke novel kyun parhte hai to main jawab deta hoon kyun ke ibn e safi hamare kae novel nigaron se behtar zuban likhte hai,100,1
 ï¿½eeeâ¬ï¿½eee jab muhammad hasan askari ne ye shikayat ki ke urdu nasar ka fun zawal pazeer hai aur koi achi zuban nahi likh raha to main ne unhe ibn e safi ki jasoosi dunya ka aik novel parhne ko diya is ke bad wo har maah pochte the,100,1
 ï¿½eeeâ¬ï¿½eee kashfi sahab ibn e safi ka naya novel aa gaya ï¿½eeeâ¬ï¿½eee ke aam intekhabaat ke dauran in ke aik novel dr,100,1
 roznama jang ne apni  october  ki ashaat mein ye khabar shaey ki,100,1
 in mein asli chez likhne wala musannif sirf ibn e safi hai,100,1
 ï¿½eeeâ¬ï¿½eeeibn e safi ke fun aur in ki takhleeqi salahiyat ko is se barha khiraj e tehseen na koi aur pesh kiya ja sakta hai aur na mere khayal mein is ke bad kisi aur tareef ki koi zaroorat baqi rehti hai,100,1
 edward college ( peshawar ) mein taleem ke dauran radio pakistan ke liye feature likhne shuru kiye,100,1
 jab un ke pehla shaiyri majmooa ï¿½eeeâ¬ï¿½eee tanha tanha ï¿½eeeâ¬ï¿½eee shaey hua to wo ba mein the,100,1
 usi mulazmat ke dauran in ka dosra majmooa ï¿½eeeâ¬ï¿½eee dard e aashob ï¿½eeeâ¬ï¿½eee chapa,100,1
 jis ko pakistan writers guild ki janib se ï¿½eeeâ¬ï¿½eee adamjee adbi award ï¿½eeeâ¬ï¿½eee ata kiya gaya,100,1
 university ki mulazmat ke bad pakistan national centre ( peshawar ) ke director muqarrar hue,100,1
 aap  tak national book foundation ke sarbarah rahe,100,1
 in ka kehna tha ke aik tv interview ki padaash mein unhe national book foundation ki mulazmat se farigh kar diya gaya,100,1
 ahmed faraz ne  mein adamjee adbi award aur  mein abasin award hasil kiya,100,1
  mein unhe bharat mein firaq gorakh pori award se nawaza gaya,100,1
 academy of urdu literature ( canada ) ne bhi unhe  mein award diya,100,1
 jab ke bharat mein inhe  mein tata award mila,100,1
  jama malya bharat mein in par phd ka maqala likha gaya jis ka mauzoo ahmed faraz ki ghazal hai,100,1
 bahawalpur mein bhi ahmed faraz fun aur shakhsiyat ke unwaan se phd ka maqala tehreer kiya gaya,100,1
  in ki shaiyri ke english french hindi yogusalawi russian german aur punjabi mein tarajum ho chuke hain,100,1
 apni shaiyri ke zamana e urooj mein fauj mein amirana rawish aur us ke siyasi kirdar ke khilaf sheyr kehne ke sabab kafi shohrat paai,100,1
  inho ne zia ul haq ki amriyat ke khilaf nazmein likhi jinhe bohat shohrat mili,100,1
 moshaeron mein kalam parhne par unhe fauji hukoomat ki mukhalfat ka samna hua,100,1
 jis ke bad ahmed faraz ko khud sakhta jila watni bhi bardasht karni parhi,100,1
  mein general retired parvez musharraf ke daur e sadarat mein inhe hilal e imtiaz se nawaza gaya,100,1
 ahmed faraz ki nazmon aur ghazlon ko aalmi satah par shohrat hasil hui,100,1
 iqbal aur faiz ke bad qabool e aam ka jo darja faraz ko hasil hua wo urdu shairi mein aur kisi ko nasib nahi hua,100,1
 aik shaiyr ke taur par faraz agarcha sehat zaban ke sath sath auzan o behwar par dastaras aur sheyr ki technique ki barikiyon se waqfiyat ko bhi bohat aehmiyat dete the,100,1
  lekin un ka kehna tha ke shaiyr aur adeeb sirf lafzon ka bazigar nahi hota bal ke us ki kuch samaji zimmedariyan  bhi hoti hain aur wi aik behis bekhabar aur bezameer shakhs ki tarha gird o pesh ke halaat se be niyaz ho kar zindagi nahi guzaar sakta,100,1
  judges ki bartarfi pew o intehai dil girifta rahe aur peoples party ki maujoda hukoomat ko naukriyan wizartein thekey aur permit dilwane wale commission agents ka aik guroh qarar dete rahe,100,1
 aap ke majmooa hae kalam mein ï¿½eeeâ¬ï¿½eee tanha tanha dard e aashob shab e khoon nayaft mere khuwab reza reza be awaz gali kochon mein shehar mein aaiyna pas andaz mausam sab awazen meri hain khuwab e gul pareshaan hai,100,1
  ghazal bahana karo janaa janaa aur ae ishq junoon pesha shamil hain,100,1
 government college lahore ke magazine ( ravi ) ke editor bhi rahe,100,1
 ma karne ke bad aap englistan chale gaey aur cambridge university se angrezi adab mein degree hasil ki,100,1
 wahan ke teachers ki raey thi ke bukhari ka ilm is qadar farakh aur wasee o baseet hai ke aik angrez ke liye bhi itna ilm is umar mein rakhna kam o besh na mumkin hai,100,1
 pakistan wapis aane par central training college aur phir government collge mein angrezi adbiyat ke professor rahe,100,1
  mein all india ka department qaiym hua to bukhari ki khidmat mustaar li gae,100,1
 qeyam e pakistan ke bad aap lahore aa gae aur government college lahore ke principal muqarrar hue,100,1
  mein aap ko aqwam e mutehda mein pakistan ka mustaqil numaiynda bana kar bheja gaya,100,1
  mein aqwam e mutehda ke shoaba ittelaat mein deputy secretary general muntakhib hue,100,1
 maut ke  baras bad marhoom ko hukoomat pakistan ne hilal imtiyaz ke aezaaz se nawaza,100,1
 der ayad durust ayad ke misdaq agarcha is aezaaz ko ilmi o adbi halqon mein khush aamdeed kaha gaya lekin haqeeqat yeh hai ke patras ki shakhsiyat aise aezazaat se mawraa thi,100,1
 yeh fakhar to khud hilal e imtiaz ko hona chahiye ke use patras jaisi azeem shakhsiyat ke seeney par sajne ka mauqa mila,100,1
 patras bokhari sahi maeyno mein aik hama geer shakhsiyat the,100,1
  who beyk waqt aik mazah nigar aik ba zameer sahafi aala mahir e taleem umdah mutarajjim zeerak naqad qabil broadcaster aur aik manjhe hue safaratkaar the,100,1
  urdu persian aur english par unhe school he ke zamane mein khasi dastaras hasil ho gai thi,100,1
 english itne durust tallafuz ke sath bolte the ke school ki aik taqreeb mein soba e sarhad ke angrez chief commissioner sir george compel be ikhteyar keh uthe : ï¿½eeeâ¬ï¿½eee kash main bhi is rawani aur maharat se pashtu bol sakta,100,1
 yehi se likhne likhane ka baqaiyda aaghaz hua,100,1
 bad mein civil aur military ke mazameen ki ashaat shuru hui,100,1
         aala taleem ke liye cambridge gae to angrezi sheyr o adab ko is ke asal mahaul mein janchne parakhne ka mauqa mila,100,1
 yehin unhe yeh khayal aya ke angrezi ke cheda cheda adab paron ko urdu ke qalib mein dhalna chahiye,100,1
 hindustan wapis aa kar unho ne kae qarebi doston ko tarjumey aur taleef ke kaam ki taraf raghib kiya,100,1
 unhe is baat ka shadeed aehsaas rehta tha ke ï¿½eeeâ¬ï¿½eee gesoey urdu abhi mannat pazeer e shana hai,100,1
 ï¿½eeeâ¬ï¿½eee mein bukhari is danta kil kil se yun azaad ho gaey ke unhe govt,100,1
 jo unho ne bakhushi qabool kar liya,100,1
 college ke ilmi o adbi mahaul mein unhe gesoey urdu sanwarne ki derena khuwahish pori karne ka mauqa muyassar aaega,100,1
 is mazmoon mein aik purani aur phatichar cycle ka naqsha is khobi se khencha gaya hai ke parhne wala khud ko amlan is cycle par sawari karta hua mehsoos karta hai,100,1
 attaul haq qasmi  february  ko amritsar mein paida hoye,100,1
 dars o dadris ke shobe se munsalik ho gaye,100,1
  se  tak roznama nawa e waqat mein column likhte rahe,100,1
  mein attaul haq qasmi ke columns ki kitab ï¿½eeeâ¬ï¿½eeerozin dewarï¿½eeeâ¬ï¿½eee ko writers gilid adam g award deya gaya,100,1
  se  tak magazine ï¿½eeeâ¬ï¿½eeemasar internationalï¿½eeeâ¬ï¿½eee ke chief additor rahe,100,1
  ta  all pakistan newa paper assosiation (apns) ne bhetareen column nigar award deya,100,1
  mein lahore art counsel ke member bane,100,1
  mein udba ke aik wafd mein china gaye,100,1
  hi mein sadarti award barae husan e karradagi se nawaza gaya,100,1
  mein un ke drame ï¿½eeeâ¬ï¿½eeeshab degï¿½eeeâ¬ï¿½eee ko graduate p,100,1
  mein dheli mein alami urdu confrence hoi jis mein unhen rasheed ahmad siddiqui adbi award deya  gaya,100,1
  ta  norway mein pakistan ke safir rahe,100,1
  mein sadar e pakistan ne ï¿½eeeâ¬ï¿½eeesitara e imtiazï¿½eeeâ¬ï¿½eee se nawaza,100,1
  mein thiland mein pakistan ke safir rahe,100,1
  se ta haal  roznama jung mein coiumn likh rahe hain,100,1
  mein england mein mian muhammad bakhsh punjabi conference munaqid hoi jis ki sadarat attaul haq qasmi ne ki,100,1
  maqtadra quomi zaban majlis taraqi e adab aur pakitan film sensor board ke sadar hain,100,1
 assosiate professor ke uhde se retiree hoye,100,1
  attaul haq qasmi ke dramon columns tanziya mazahiya mazameen aur safar naamon ke  se zaid majmuye shaya ho chuke hain,100,1
 is role ko karte hue khushi ho rahi thi aur khauf bhi mehsoos ho raha tha,100,1
 hamari industry mein aaj tak un jaisa hero nahi aaya aur koi bhi artist un ki jagah nahi le saka,100,1
 wo sada bahar naghme jo aaj bhi kaano mein rus gholte hain unhe khud par picturize karwana bohat acha laga,100,1
 mere liye wo yadgaar lamhaat the aur us film ko kabhi nahi bhula sakta,100,1
 filhal to bollywood ki aik film ke liye baat chal rahi hai us ka subject bohat acha hai aur yeh deepti navil ki film hai,100,1
 kyun key eh meri pehli tarjeeh hai,100,1
 thora sa waqfa zaroor aaega lekin is ki wajah se tv ko mukammal taur par nahi choronga,100,1
 dosre kaam sath sath chalet rahenge,100,1
 koi bhi film sign karne se pehle tamam pehloun ka jaiyza longa sirf aik film ke liye barson ka image to kharab nahi kar sakta,100,1
 mujhe bhi gane ka shauq tha magar sirf gungunane ki had tak,100,1
 albatta doston ki mehfilon mein gaya karta tha,100,1
 phir un logon ne he mashwara diya ke is shauq ko aage barhao tab achanak he mujhe aik serial ke title song ki offer hui,100,1
 main chahta tha ke apni awaaz ko mutarif karwaon lehaza yeh mauqa acha laga,100,1
 mere liye to bohat acha raha,100,1
 agar dosron ko yeh koshish pasand aai ho gi to aaiynda bhi apna shauq pora karonga,100,1
 waise team ke logon ne to bohat tareef ki hai jis se mera hausla barha,100,1
 ji han main doston ko apni zindagi ka aeham hissa samjhta hon,100,1
 waise to sab se ache talluqaat hain,100,1
 lekin bhai aur biwi mere qareebi dost hain,100,1
 yeh bohat zarori hai ke agar biwi ko apna dost samajh kar us se har achi buri baat share ki jaey to aitemad barhega aur wo bhi apne aap ko aeham samjhegi,100,1
 agar use kisi third person se koi baat maloom hui to use is liye aehmiyat nahi degi kyun ke wo pehle se is ke barey mein janti hai,100,1
 lehaza hum biwi ko apna dost aur raazdar banae rakhen to sab se ziyada faiyda hum he ko ho ga aur ghar ka mahaul bhi pur sukoon rahega,100,1
 waldah ne jawani hi mein apni zindagi falahi kaamon mein waqf kardene ka ahad kar liya tha,100,1
 film flop ho gai tahum cannes film festival mein ese kafi saraha gaya,100,1
 katrina ne mayos ho kar telugu filmon ka rukh kiya lekin behtar talafuz ke sath urdu sekhne ki koshishen bhi shuru kar dein,100,1
" telugu mein unhon ne apni pheli film ""malliswari"" ke leye  lac moawza wasol kiya jo us dor mein south ki kisi bhi filmi heroin ke leye bohat bhari moawza tha",100,1
"  mein ""new york"" ki release ke bad un ki adakarana salahiyaton ko bhi taslem kar liya gaya",100,1
 is film ke leye wo film fare awrad ki behtareen adakara ke leye bhi namzad hoien,100,1
" film ""mere baradar ki dulhan"" mein agarcha katrina kaif ke sath imran khan aur ali zafar donon hi ne kaam kiya lekin ali zafar katrina ke sath ziyadah jache aur film ki promotion ke doran katrina ali zafar ki tarifon mein zameen asman ke qalabe milati rahen",100,1
 beharhaal pechle dinon un ke ranbir kapoor se zordar mashqe ki khabren garam thein aur shadi ke imkanat bhi zahir kiye jarahe the,100,1
